"Name","Slug","Nation","Class","Tier","Type","Hitpoints","Effective HP","Armor","Torpedo Protection","Main Battery","Range","Reload Time","Turret Turn Time","Gun Traverse","Sigma","HE Damage","HE Alpha Strike","HE DPM","Fires/Min","AP Damage","Overmatch","AP Alpha Strike","AP DPM","Secondary Range","Sec Battery","AA Max DPS","AA Max Range","Max Speed","Turning Circle","Rudder Shift","Surface Detect","Air Detect","Smoke Penalty","Torp Layout","Torp Range","Torp Damage","Torp Speed","Torp Reload","Torp Detect","Consumables","Mod Slot 1","Mod Slot 2","Mod Slot 3","Mod Slot 4"
"Missouri","missouri","U.S.A.","Battleship","VII","Premium","65,000","92,300","6-439 mm","25%","406 mm 3x3","17.40 km","30.0 s","45.0 s","4.0°/s","1.90","5,700","51,300","102,600","1.96","13,500","28 mm","121,500","243,000","5.00 km","127 mm 10x2","646","5.00 km","30.0 kt","920 m","19.4 s","15.40 km","12.30 km","14.90 km","","","","","","","","","","",""
"Mogador","mogador","France","Destroyer","VIII","Tech Tree","20,200","20,200","10-20 mm","0%","139 mm 4x2","11.00 km","8.0 s","18.0 s","10.0°/s","2.00","2,000","16,000","120,000","4.27","2,700","9 mm","21,600","162,000","","","38","3.50 km","43.5 kt","730 m","6.6 s","7.00 km","3.50 km","2.80 km","","","","","","","","","","",""
"Mogami","mogami","Japan","Cruiser","VII","Tech Tree","39,100","52,237","6-140 mm","16%","203 mm 5x2","15.30 km","13.0 s","25.7 s","7.0°/s","2.00","3,400","34,000","156,923","3.90","4,700","14 mm","47,000","216,923","5.00 km","127 mm 4x2","127","5.00 km","34.5 kt","750 m","6.4 s","12.30 km","7.40 km","6.90 km","","","","","","","","","","",""
"Molotov","molotov","U.S.S.R.","Cruiser","V","Premium","28,400","28,400","10-150 mm","0%","180 mm 3x3","14.80 km","12.5 s","22.5 s","8.0°/s","2.00","2,500","22,500","108,000","3.28","4,400","12 mm","39,600","190,080","4.50 km","100 mm 6x1","98","3.20 km","36.0 kt","860 m","7.8 s","12.40 km","7.80 km","7.00 km","","","","","","","","","","",""
"Moltke","moltke","Germany","Battleship","I","Premium","42,800","60,776","13-350mm","17%","283 mm 5x2","15.00 km","24.0 s","36.0 s","5.0°/s","2.00","3,350","26,800","67,000","2.25","7,200","19 mm","57,600","144,000","5.00 km","88 mm 8x1","28","3.00 km","28.4 kt","650 m","12.2 s","12.80 km","10.20 km","9.20 km","","","","","","","","","","",""
"Monaghan","monaghan","U.S.A.","Destroyer","V","Premium","13,900","13,900","6-16 mm","0%","127 mm 2x2","10.60 km","4.0 s","12.0 s","15.0°/s","2.00","1,800","7,200","108,000","2.78","2,100","8 mm","8,400","126,000","","","51","5.00 km","36.5 kt","560 m","3.4 s","6.70 km","3.30 km","2.50 km","","","","","","","","","","",""
"Monarch","monarch","U.K.","Battleship","VII","Premium","60,500","101,640","13-457 mm","22%","381 mm 3x3","16.70 km","25.0 s","45.0 s","4.0°/s","1.80","6,300","56,700","136,080","2.35","11,900","26 mm","107,100","257,040","5.00 km","134 mm 8x2","450","4.50 km","28.0 kt","790 m","15.0 s","14.50 km","12.10 km","13.90 km","","","","","","","","","","",""
"Montana","montana","U.S.A.","Battleship","★","Premium","96,300","136,746","6-541 mm","37%","406 mm 4x3","17.40 km","30.0 s","45.0 s","4.0°/s","1.90","5,700","68,400","136,800","1.99","13,500","28 mm","162,000","324,000","5.00 km","127 mm 10x2","669","5.20 km","30.0 kt","950 m","22.2 s","16.00 km","12.80 km","15.50 km","","","","","","","","","","",""
"Montecuccoli","montecuccoli","Italy","Cruiser","I","Tech Tree","26,500","26,500","6-100 mm","16%","152 mm 4x2","13.40 km","14.3 s","25.7 s","7.0°/s","2.00","2,200","17,600","73,846","2.04","3,000","10 mm","24,000","100,699","4.00 km","100 mm 3x2","107","4.00 km","37.0 kt","610 m","7.6 s","9.60 km","5.80 km","4.20 km","","","","","","","","","","",""
"Muavenet","muavenet","Europe","Destroyer","I","Tech Tree","11,900","11,900","6-10mm","0%","120 mm 4x1","9.80 km","5.5 s","15.0 s","12.0°/s","2.00","1,900","7,600","82,909","3.43","","","","","","","22","2.00 km","38.0 kt","540 m","3.1 s","5.90 km","3.00 km","2.10 km","","","","","","","","","","",""
"München","munchen","Germany","Cruiser","VI","Premium","30,200","30,200","13-100 mm","10%","150 mm 4x2","14.80 km","5.0 s","20.0 s","9.0°/s","2.00","1,700","13,600","163,200","5.84","3,750","10 mm","30,000","360,000","5.00 km","105 mm 2x2","147","4.50 km","36.0 kt","690 m","8.3 s","12.00 km","7.50 km","11.00 km","","","","","","","","","","",""
"München Black","munchen-black","Germany","Cruiser","VI","Premium","30,200","30,200","13-100 mm","10%","150 mm 4x2","14.80 km","5.0 s","20.0 s","9.0°/s","2.00","1,700","13,600","163,200","5.84","3,750","10 mm","30,000","360,000","5.00 km","105 mm 2x2","147","4.50 km","36.0 kt","690 m","8.3 s","12.00 km","7.50 km","11.00 km","","","","","","","","","","",""
"Murmansk","murmansk","U.S.S.R.","Cruiser","I","Premium","26,800","26,800","6-76 mm","0%","152 mm 6x1","13.80 km","7.0 s","18.0 s","10.0°/s","2.00","2,200","15,400","132,000","5.07","3,100","10 mm","21,700","186,000","","","111","3.50 km","34.0 kt","590 m","3.8 s","11.70 km","7.40 km","5.90 km","","","","","","","","","","",""
"Musashi","musashi","Japan","Battleship","VIII","Premium","85,000","108,800","16-650 mm","55%","460 mm 3x3","17.20 km","30.0 s","45.0 s","4.0°/s","1.65","7,300","65,700","131,400","1.96","14,800","32 mm","133,200","266,400","5.00 km","127 mm 6x2","142","5.00 km","27.0 kt","900 m","18.7 s","16.10 km","12.90 km","16.00 km","","","","","","","","","","",""
"Mutsu","mutsu","Japan","Battleship","V","Premium","58,400","82,928","13-330 mm","22%","410 mm 4x2","15.80 km","30.0 s","47.4 s","3.8°/s","1.80","6,500","52,000","104,000","1.88","12,400","28 mm","99,200","198,400","4.00 km","127 mm 4x2","61","5.00 km","26.5 kt","770 m","13.7 s","14.60 km","11.70 km","14.20 km","","","","","","","","","","",""
"Mutsu B","mutsu-b","Japan","Battleship","V","Premium","58,400","82,928","13-330 mm","22%","410 mm 4x2","15.80 km","30.0 s","47.4 s","3.8°/s","1.80","6,500","52,000","104,000","1.88","12,400","28 mm","99,200","198,400","4.00 km","127 mm 4x2","61","5.00 km","26.5 kt","770 m","13.7 s","14.60 km","11.70 km","14.20 km","","","","","","","","","","",""
"Mutsuki","mutsuki","Japan","Destroyer","I","Tech Tree","11,300","11,300","6-19 mm","0%","120 mm 2x1","9.60 km","5.0 s","18.0 s","10.0°/s","2.00","1,700","3,400","40,800","1.62","2,000","8 mm","4,000","48,000","","","50","5.00 km","37.5 kt","550 m","2.1 s","5.60 km","2.80 km","2.00 km","","","","","","","","","","",""
"Myogi","myogi","Japan","Battleship","I","Premium","45,700","64,894","6-305 mm","34%","356 mm 3x2","13.90 km","22.0 s","37.5 s","4.8°/s","1.90","5,700","34,200","93,273","2.24","10,000","24 mm","60,000","163,636","4.00 km","120 mm 6x1","55","4.50 km","30.0 kt","730 m","12.3 s","13.70 km","11.40 km","11.80 km","","","","","","","","","","",""
"Myōkō","myoko","Japan","Cruiser","VI","Tech Tree","39,200","39,200","6-102 mm","13%","203 mm 5x2","14.90 km","14.0 s","45.0 s","4.0°/s","2.00","3,300","33,000","141,429","3.62","4,700","14 mm","47,000","201,429","4.50 km","127 mm 4x2","151","4.00 km","35.0 kt","780 m","7.1 s","12.00 km","7.20 km","6.70 km","","","","","","","","","","",""
"Mysore","mysore","Commonwealth","Cruiser","V","Premium","30,600","39,168","9-114 mm","0%","152 mm 3x3","14.40 km","8.5 s","25.7 s","7.0°/s","2.00","","","","","3,300","10 mm","29,700","209,647","5.00 km","102 mm 4x2","117","5.00 km","31.5 kt","610 m","8.6 s","10.50 km","6.30 km","4.80 km","","","","","","","","","","",""
"Nagato","nagato","Japan","Battleship","VI","Tech Tree","65,000","92,300","6-457 mm","25%","410 mm 4x2","16.50 km","29.0 s","47.4 s","3.8°/s","2.00","6,500","52,000","107,586","1.95","12,600","28 mm","100,800","208,552","5.00 km","127 mm 4x2","228","5.00 km","26.0 kt","770 m","12.9 s","14.80 km","11.90 km","14.40 km","","","","","","","","","","",""
"Napoli","napoli","Italy","Cruiser","★","Premium","59,200","75,776","16-330 mm","21%","254 mm 3x3","15.50 km","17.0 s","25.7 s","7.0°/s","2.15","3,450","31,050","109,588","2.79","6,150","17 mm","55,350","195,353","6.00 km","90 mm 6x2","315","4.00 km","35.5 kt","750 m","12.5 s","11.50 km","6.90 km","7.60 km","","","","","","","","","","",""
"Napoli B","napoli-b","Italy","Cruiser","★","Premium","59,200","75,776","16-330 mm","21%","254 mm 3x3","15.50 km","17.0 s","25.7 s","7.0°/s","2.15","3,450","31,050","109,588","2.79","6,150","17 mm","55,350","195,353","6.00 km","90 mm 6x2","315","4.00 km","35.5 kt","750 m","12.5 s","11.50 km","6.90 km","7.60 km","","","","","","","","","","",""
"Nassau","nassau","Germany","Battleship","III","Premium","35,400","50,268","13-400 mm","13%","283 mm 6x2","13.30 km","22.2 s","51.4 s","3.5°/s","1.80","3,200","25,600","69,189","2.20","7,200","19 mm","57,600","155,676","5.00 km","88 mm 4x1","7","3.00 km","23.0 kt","520 m","11.2 s","11.50 km","9.60 km","8.60 km","","","","","","","","","","",""
"Navarin","navarin","U.S.S.R.","Battleship","VIII","Premium","69,400","98,548","19-400mm","18%","406 mm 3x4","16.70 km","35.0 s","30.0 s","6.0°/s","2.00","5,850","70,200","120,343","1.71","11,000","28 mm","132,000","226,286","7.00 km","130 mm 18x1","587","5.20 km","27.5 kt","770 m","16.0 s","15.20 km","12.20 km","14.70 km","","","","","","","","","","",""
"Navarra","navarra","Spain","Cruiser","II","Tech Tree","23,500","23,500","6-152mm","","152 mm 6x1","11.30 km","8.0 s","15.0 s","12.0°/s","2.15","1,750","10,500","78,750","2.95","2,500","10 mm","15,000","112,500","3.50 km","88 mm 4x1","67","4.00 km","25.0 kt","510 m","6.3 s","8.80 km","5.30 km","3.80 km","","","","","","","","","","",""
"Nazario Sauro","nazario-sauro","Italy","Destroyer","II","Tech Tree","10,300","10,300","6-10 mm","0%","120 mm 2x2","8.80 km","6.5 s","18.0 s","10.0°/s","2.00","1,700","6,800","62,769","1.71","2,350","","","","","","13","2.00 km","35.0 kt","500 m","3.8 s","6.00 km","2.90 km","2.10 km","","","","","","","","","","",""
"Nebraska","nebraska","U.S.A.","Battleship","VII","Tech Tree","67,200","95,424","6-406 mm","23%","406 mm 2x3","17.30 km","30.0 s","45.0 s","4.0°/s","2.00","5,700","34,200","68,400","1.86","13,100","28 mm","78,600","157,200","5.00 km","127 mm 10x2","390","5.00 km","30.0 kt","760 m","16.2 s","14.90 km","12.00 km","14.40 km","","","","","","","","","","",""
"Nelson","nelson","U.K.","Battleship","VI","Premium","59,400","106,920","9-406 mm","19%","406 mm 3x3","16.00 km","30.0 s","45.0 s","4.0°/s","1.90","6,900","62,100","124,200","1.99","12,000","28 mm","108,000","216,000","5.00 km","120 mm 6x1","295","4.50 km","24.0 kt","750 m","14.9 s","13.90 km","11.70 km","14.10 km","","","","","","","","","","",""
"Nelson W","nelson-w","U.K.","Battleship","VI","Premium","59,400","106,920","9-406 mm","19%","406 mm 3x3","16.00 km","30.0 s","45.0 s","4.0°/s","1.90","6,900","62,100","124,200","1.99","12,000","28 mm","108,000","216,000","5.00 km","120 mm 6x1","295","4.50 km","24.0 kt","750 m","14.9 s","13.90 km","11.70 km","14.10 km","","","","","","","","","","",""
"Neptune","neptune","U.K.","Cruiser","VIII","Tech Tree","44,900","80,820","13-102 mm","13%","152 mm 4x3","15.50 km","4.5 s","18.0 s","10.0°/s","2.00","","","","","3,200","10 mm","38,400","512,000","5.00 km","114 mm 6x2","366","6.00 km","33.5 kt","790 m","10.8 s","12.10 km","7.20 km","5.80 km","","","","","","","","","","",""
"Neustrashimy","neustrashimy","U.S.S.R.","Destroyer","VIII","Tech Tree","20,500","32,800","10-20 mm","0%","130 mm 2x2","11.10 km","4.0 s","10.0 s","18.0°/s","2.00","1,800","7,200","108,000","4.25","2,600","9 mm","10,400","156,000","","","96","5.20 km","36.0 kt","700 m","4.6 s","7.60 km","3.80 km","2.90 km","","","","","","","","","","",""
"Nevada","nevada","U.S.A.","Battleship","I","Tech Tree","48,200","68,444","13-457 mm","18%","356 mm 2x3","14.60 km","34.0 s","60.0 s","3.0°/s","1.80","5,000","50,000","88,235","1.71","10,300","24 mm","103,000","181,765","4.00 km","127 mm 8x1","96","4.20 km","20.0 kt","610 m","13.4 s","12.90 km","10.40 km","11.30 km","","","","","","","","","","",""
"New Mexico","new-mexico","U.S.A.","Battleship","V","Tech Tree","53,200","75,544","6-457 mm","40%","356 mm 4x3","15.80 km","32.5 s","60.0 s","3.0°/s","1.50","5,000","60,000","110,769","1.82","10,500","24 mm","126,000","232,615","4.00 km","127 mm 8x1","135","3.50 km","21.0 kt","640 m","13.5 s","14.20 km","11.40 km","12.30 km","","","","","","","","","","",""
"New Orleans","new-orleans","U.S.A.","Cruiser","VI","Tech Tree","35,000","35,000","6-152 mm","4%","203 mm 3x3","14.90 km","12.0 s","25.7 s","7.0°/s","2.00","2,800","25,200","126,000","3.71","4,600","14 mm","41,400","207,000","5.00 km","127 mm 8x1","220","4.20 km","32.5 kt","660 m","6.9 s","12.10 km","7.30 km","6.80 km","","","","","","","","","","",""
"New Orleans W","new-orleans-w","U.S.A.","Cruiser","VI","Premium","35,000","35,000","6-152 mm","4%","203 mm 3x3","14.90 km","12.0 s","25.7 s","7.0°/s","2.00","2,800","25,200","126,000","3.71","4,600","14 mm","41,400","207,000","5.00 km","127 mm 8x1","220","4.20 km","32.5 kt","660 m","6.9 s","12.10 km","7.30 km","6.80 km","","","","","","","","","","",""
"New York","new-york","U.S.A.","Battleship","I","Tech Tree","49,100","69,722","13-356 mm","25%","356 mm 5x2","15.00 km","34.3 s","60.0 s","3.0°/s","1.80","4,900","49,000","85,714","1.67","10,000","24 mm","100,000","174,927","4.00 km","127 mm 6x1","102","3.50 km","21.0 kt","600 m","12.5 s","13.60 km","10.90 km","11.80 km","","","","","","","","","","",""
"Nicholas","nicholas","U.S.A.","Destroyer","IV","Tech Tree","12,600","12,600","6-13 mm","0%","127mm Mk12 4x1","10.50 km","4.0 s","9.0 s","20.0°/s","2.00","1,800","7,200","108,000","3.60","2,100","8 mm","8,400","126,000","","","","","36.5 kt","500 m","2.7 s","6.40 km","3.20 km","2.30 km","3x4","5.50 km","11,733","56.0 kt","69 s","1.10 km","Slot 1: Damage Control Party | Slot 2: Smoke Generator | Slot 3: Engine Boost","","","",""
"Nikolai I","nikolai-i","U.S.S.R.","Battleship","I","Premium","44,800","63,616","6-400 mm","13%","305 mm 4x3","14.50 km","30.0 s","48.6 s","3.7°/s","2.00","4,500","54,000","108,000","1.98","8,600","21 mm","103,200","206,400","4.00 km","130 mm 20x1","9","3.00 km","25.0 kt","660 m","10.5 s","12.50 km","10.50 km","10.00 km","","","","","","","","","","",""
"Nino Bixio","nino-bixio","Italy","Cruiser","I","Tech Tree","16,600","16,600","6-100 mm","0%","120 mm 8x1","10.00 km","9.0 s","22.5 s","8.0°/s","2.00","1,900","9,500","63,333","1.77","","","","","","","11","2.00 km","26.8 kt","480 m","4.8 s","7.40 km","4.40 km","2.60 km","","","","","","","","","","",""
"Niord","niord","Europe","Battleship","VIII","Premium","63,900","90,738","18-360mm","20%","380 mm 4x2","17.00 km","24.0 s","30.0 s","6.0°/s","2.00","4,400","35,200","88,000","2.41","11,600","26 mm","92,800","232,000","5.00 km","120 mm 6x2","511","5.20 km","32.0 kt","840 m","15.4 s","15.10 km","12.10 km","13.80 km","","","","","","","","","","",""
"Normandie","normandie","France","Battleship","V","Tech Tree","48,300","68,586","12-364 mm","13%","340 mm 3x4","16.10 km","30.0 s","45.0 s","4.0°/s","1.60","4,700","56,400","112,800","1.95","9,500","23 mm","114,000","228,000","4.00 km","90 mm 6x1","51","4.00 km","29.5 kt","640 m","13.4 s","14.50 km","11.60 km","12.10 km","","","","","","","","","","",""
"North Carolina","north-carolina","U.S.A.","Battleship","VI","Tech Tree","58,000","90,155","13-406 mm","19%","406 mm 3x3","15.90 km","32.0 s","45.0 s","4.0°/s","2.00","5,700","51,300","96,188","1.84","13,100","28 mm","117,900","221,063","4.50 km","127 mm 10x2","476","5.00 km","27.0 kt","760 m","17.3 s","14.40 km","11.50 km","13.90 km","","","","","","","","","","",""
"Northern Dragon","northern-dragon","Pan","Destroyer","VII","Premium","19,700","19,700","13-20 mm","","100 mm 4x2","11.10 km","4.7 s","11.3 s","15.9°/s","2.00","1,800","14,400","183,830","6.21","2,200","6 mm","17,600","224,681","","","153","5.00 km","33.0 kt","730 m","4.5 s","6.60 km","3.30 km","2.15 km","","","","","","","","","","",""
"Nottingham","nottingham","U.K.","Cruiser","VII","Premium","35,300","45,184","16-152mm","7%","203 mm 3x3","15.60 km","13.0 s","22.5 s","8.0°/s","2.00","2,850","25,650","118,385","3.55","4,500","14 mm","40,500","186,923","5.00 km","102 mm 8x1","191","3.50 km","32.5 kt","700 m","9.4 s","11.80 km","7.10 km","6.60 km","","","","","","","","","","",""
"Novik","novik","U.S.S.R.","Cruiser","I","Tech Tree","14,500","14,500","6-50 mm","0%","120 mm 8x1","10.30 km","5.0 s","22.5 s","8.0°/s","2.00","1,700","8,500","102,000","4.09","","","","","","","3","1.00 km","25.0 kt","500 m","4.0 s","9.30 km","5.60 km","3.50 km","","","","","","","","","","",""
"Nürnberg","nurnberg","Germany","Cruiser","V","Tech Tree","27,000","27,000","13-100 mm","7%","150 mm 3x3","14.80 km","6.0 s","23.7 s","7.6°/s","2.00","1,700","15,300","153,000","6.50","3,900","10 mm","35,100","351,000","4.70 km","88 mm 4x2","75","4.00 km","33.5 kt","720 m","7.6 s","11.70 km","7.40 km","5.90 km","","","","","","","","","","",""
"Ochakov","ochakov","U.S.S.R.","Cruiser","VII","Premium","34,750","46,426","15-100 mm","0%","152 mm 4x2","15.50 km","5.8 s","13.8 s","13.0°/s","2.00","2,200","17,600","182,069","6.62","3,300","10 mm","26,400","273,103","","","196","5.00 km","35.0 kt","750 m","7.4 s","13.80 km","8.30 km","7.10 km","","","","","","","","","","",""
"Odin","odin","Germany","Battleship","VII","Premium","62,700","89,034","19-360 mm","22%","305 mm 3x3","15.20 km","20.0 s","27.3 s","6.6°/s","2.00","3,600","32,400","97,200","2.82","9,400","21 mm","84,600","253,800","5.00 km","128 mm 6x2","322","5.20 km","30.0 kt","790 m","14.1 s","14.60 km","12.20 km","11.90 km","","","","","","","","","","",""
"Ognevoi","ognevoi","U.S.S.R.","Destroyer","VI","Premium","16,100","16,100","6-20 mm","0%","130 mm 2x2","10.80 km","5.0 s","18.6 s","9.7°/s","2.00","1,900","7,600","91,200","3.40","2,500","9 mm","10,000","120,000","","","51","3.50 km","37.0 kt","610 m","4.8 s","6.60 km","3.70 km","2.80 km","","","","","","","","","","",""
"Ohio","ohio","U.S.A.","Battleship","★","Premium","96,300","144,835","6-541 mm","37%","457 mm 4x2","17.00 km","27.5 s","30.0 s","6.0°/s","2.00","6,450","51,600","112,582","2.16","15,750","31 mm","126,000","274,909","7.00 km","127 mm 10x2","693","5.20 km","28.0 kt","950 m","18.6 s","16.10 km","12.90 km","16.00 km","","","","","","","","","","",""
"Okhotnik","okhotnik","U.S.S.R.","Destroyer","I","Premium","12,700","12,700","6-16 mm","0%","130 mm 7x1","9.80 km","10.0 s","32.7 s","5.5°/s","2.00","1,900","13,300","79,800","2.65","2,500","9 mm","17,500","105,000","","","10","3.00 km","34.5 kt","730 m","3.2 s","6.10 km","3.40 km","2.40 km","","","","","","","","","","",""
"Oklahoma","oklahoma","U.S.A.","Battleship","I","Premium","48,200","68,444","13-457 mm","18%","356 mm 2x3","15.10 km","34.0 s","60.0 s","3.0°/s","1.80","4,900","49,000","86,471","1.69","10,000","24 mm","100,000","176,471","4.00 km","127 mm 8x1","96","4.20 km","20.0 kt","610 m","13.4 s","12.40 km","10.40 km","11.30 km","","","","","","","","","","",""
"Okt. Revolutsiya","okt-revolutsiya","U.S.S.R.","Battleship","I","Premium","42,500","54,400","12-305 mm","10%","305 mm 4x3","14.80 km","32.0 s","56.2 s","3.2°/s","1.80","4,500","54,000","101,250","1.86","8,600","21 mm","103,200","193,500","4.00 km","120 mm 10x1","150","3.50 km","23.0 kt","630 m","12.6 s","13.20 km","10.60 km","10.10 km","","","","","","","","","","",""
"Öland","oland","Europe","Destroyer","VI","Premium","14,100","18,048","6-20 mm","0%","120 mm 2x2","10.70 km","2.5 s","18.0 s","10.0°/s","2.00","1,700","6,800","163,200","6.05","2,150","8 mm","8,600","206,400","","","116","5.00 km","35.0 kt","610 m","3.4 s","6.90 km","3.40 km","2.40 km","","","","","","","","","","",""
"Oleg","oleg","U.S.S.R.","Cruiser","II","Premium","24,100","24,100","6-140 mm","0%","152 mm 8x1","11.30 km","9.0 s","36.0 s","5.0°/s","2.00","2,100","16,800","112,000","3.25","2,700","10 mm","21,600","144,000","2.50 km","75 mm 12x1","","","24.0 kt","450 m","7.1 s","9.50 km","6.00 km","4.40 km","","","","","","","","","","",""
"Oleg A","oleg-a","U.S.S.R.","Cruiser","II","Premium","24,100","24,100","6-140 mm","0%","152 mm 8x1","11.30 km","9.0 s","36.0 s","5.0°/s","2.00","2,100","16,800","112,000","3.25","2,700","10 mm","21,600","144,000","2.50 km","75 mm 12x1","","","24.0 kt","450 m","7.1 s","9.50 km","6.00 km","4.40 km","","","","","","","","","","",""
"Omaha","omaha","U.S.A.","Cruiser","I","Tech Tree","26,800","26,800","6-76 mm","0%","152 mm 8x1","13.40 km","7.0 s","18.0 s","10.0°/s","2.00","2,200","17,600","150,857","5.49","3,100","10 mm","24,800","212,571","","","69","3.10 km","34.0 kt","600 m","5.7 s","11.10 km","6.70 km","5.10 km","","","","","","","","","","",""
